snapshot_date,sku_id,warehouse_id,opening_stock,units_received,units_sold,closing_stock,days_of_inventory,stockout_flag,reorder_triggered
2024-06-09,SKU002,WH-MUM,1512,0,74,1438,136.0,0,0
2024-06-09,SKU002,WH-DEL,964,0,169,795,32.9,0,0
2024-06-09,SKU002,WH-BLR,548,0,113,435,26.9,0,0
2024-06-09,SKU003,WH-MUM,859,0,110,749,47.7,0,0
2024-06-09,SKU003,WH-DEL,1329,0,73,1256,120.4,0,0
2024-06-09,SKU003,WH-BLR,1234,0,83,1151,97.1,0,0
2024-06-09,SKU004,WH-MUM,995,0,172,823,33.5,0,0
2024-06-09,SKU004,WH-DEL,2948,0,99,2849,201.4,0,0
2024-06-09,SKU004,WH-BLR,4457,0,75,4382,409.0,0,0
2024-06-09,SKU005,WH-MUM,1617,0,126,1491,82.8,0,0
2024-06-09,SKU005,WH-DEL,2548,0,144,2404,116.9,0,0
2024-06-09,SKU005,WH-BLR,2052,0,105,1947,129.8,0,0
2024-06-09,SKU006,WH-MUM,1402,0,161,1241,54.0,0,0
2024-06-09,SKU006,WH-DEL,1622,0,151,1471,68.2,0,0
2024-06-09,SKU006,WH-BLR,1604,0,70,1534,153.4,0,0
2024-06-09,SKU007,WH-MUM,545,2208,122,2631,151.0,0,1
2024-06-09,SKU007,WH-DEL,2329,0,168,2161,90.0,0,0
2024-06-09,SKU007,WH-BLR,787,0,105,682,45.5,0,0
2024-06-09,SKU008,WH-MUM,1150,0,113,1037,64.2,0,0
2024-06-09,SKU008,WH-DEL,1767,0,140,1627,81.3,0,0
2024-06-09,SKU008,WH-BLR,347,0,85,262,21.6,0,0
2024-06-09,SKU009,WH-MUM,2511,0,127,2384,131.4,0,0
2024-06-09,SKU009,WH-DEL,1564,0,133,1431,75.3,0,0
2024-06-09,SKU009,WH-BLR,3404,0,118,3286,194.9,0,0
2024-06-09,SKU010,WH-MUM,2621,0,136,2485,127.9,0,0
2024-06-09,SKU010,WH-DEL,1401,0,66,1335,141.6,0,0
2024-06-09,SKU010,WH-BLR,3399,0,114,3285,201.7,0,0
2024-06-09,SKU011,WH-MUM,591,0,59,532,63.1,0,0
2024-06-09,SKU011,WH-DEL,249,1515,66,1698,180.1,0,1
2024-06-09,SKU011,WH-BLR,1071,0,46,1025,156.0,0,0
2024-06-09,SKU012,WH-MUM,1334,0,101,1233,85.5,0,0
2024-06-09,SKU012,WH-DEL,1698,0,105,1593,106.2,0,0
2024-06-09,SKU012,WH-BLR,1067,0,54,1013,131.3,0,0
2024-06-09,SKU013,WH-MUM,2428,0,59,2369,281.1,0,0
2024-06-09,SKU013,WH-DEL,1578,0,107,1471,96.2,0,0
2024-06-09,SKU013,WH-BLR,2015,0,24,1991,580.7,0,0
2024-06-09,SKU014,WH-MUM,2085,0,50,2035,284.9,0,0
2024-06-09,SKU014,WH-DEL,364,1835,74,2125,201.0,0,1
2024-06-09,SKU014,WH-BLR,1786,0,27,1759,456.0,0,0
2024-06-09,SKU015,WH-MUM,2113,0,107,2006,131.2,0,0
2024-06-09,SKU015,WH-DEL,3141,0,36,3105,603.8,0,0
2024-06-09,SKU015,WH-BLR,2288,0,44,2244,357.0,0,0
2024-06-09,SKU016,WH-MUM,1165,0,45,1120,174.2,0,0
2024-06-09,SKU016,WH-DEL,681,0,40,641,112.2,0,0
2024-06-09,SKU016,WH-BLR,542,0,76,466,42.9,0,0
2024-06-09,SKU017,WH-MUM,1346,0,64,1282,140.2,0,0
2024-06-09,SKU017,WH-DEL,1436,0,100,1336,93.5,0,0
2024-06-09,SKU017,WH-BLR,481,0,29,452,109.1,0,0
2024-06-09,SKU018,WH-MUM,957,0,113,844,52.3,0,0
2024-06-09,SKU018,WH-DEL,2100,0,98,2002,143.0,0,0
2024-06-09,SKU018,WH-BLR,2374,0,34,2340,481.8,0,0
2024-06-09,SKU019,WH-MUM,2643,0,42,2601,433.5,0,0
2024-06-09,SKU019,WH-DEL,1235,0,38,1197,220.5,0,0
2024-06-09,SKU019,WH-BLR,3035,0,49,2986,426.6,0,0
2024-06-09,SKU020,WH-MUM,879,0,57,822,100.9,0,0
2024-06-09,SKU020,WH-DEL,2148,0,37,2111,399.4,0,0
2024-06-09,SKU020,WH-BLR,914,0,71,843,83.1,0,0
2024-06-09,SKU021,WH-MUM,1071,0,148,923,43.7,0,0
2024-06-09,SKU021,WH-DEL,1657,0,64,1593,174.2,0,0
2024-06-09,SKU021,WH-BLR,903,0,108,795,51.5,0,0
2024-06-09,SKU022,WH-MUM,1283,0,96,1187,86.6,0,0
2024-06-09,SKU022,WH-DEL,2858,0,89,2769,217.8,0,0
2024-06-09,SKU022,WH-BLR,2155,0,121,2034,117.7,0,0
2024-06-09,SKU023,WH-MUM,1005,0,142,863,42.5,0,0
2024-06-09,SKU023,WH-DEL,1671,0,47,1624,241.9,0,0
2024-06-09,SKU023,WH-BLR,836,0,117,719,43.0,0,0
2024-06-09,SKU024,WH-MUM,2074,0,60,2014,235.0,0,0
2024-06-09,SKU024,WH-DEL,1104,0,101,1003,69.5,0,0
2024-06-09,SKU024,WH-BLR,2168,0,65,2103,226.5,0,0
2024-06-09,SKU025,WH-MUM,2982,0,123,2859,162.7,0,0
2024-06-09,SKU025,WH-DEL,3455,0,130,3325,179.0,0,0
2024-06-09,SKU025,WH-BLR,785,0,59,726,86.1,0,0
2024-06-09,SKU026,WH-MUM,2310,0,78,2232,200.3,0,0
2024-06-09,SKU026,WH-DEL,718,0,62,656,74.1,0,0
2024-06-09,SKU026,WH-BLR,1081,0,45,1036,161.2,0,0
2024-06-09,SKU027,WH-MUM,2514,0,143,2371,116.1,0,0
2024-06-09,SKU027,WH-DEL,963,0,126,837,46.5,0,0
2024-06-09,SKU027,WH-BLR,1417,0,106,1311,86.6,0,0
2024-06-09,SKU028,WH-MUM,887,0,152,735,33.8,0,0
2024-06-09,SKU028,WH-DEL,1298,0,76,1222,112.6,0,0
2024-06-09,SKU028,WH-BLR,1063,0,120,943,55.0,0,0
2024-06-09,SKU029,WH-MUM,459,0,79,380,33.7,0,0
2024-06-09,SKU029,WH-DEL,1189,0,117,1072,64.1,0,0
2024-06-09,SKU029,WH-BLR,951,0,39,912,163.7,0,0
2024-06-09,SKU030,WH-MUM,1195,0,184,1011,38.5,0,0
2024-06-09,SKU030,WH-DEL,1355,0,94,1261,93.9,0,0
2024-06-09,SKU030,WH-BLR,1685,0,81,1604,138.6,0,0
2024-06-09,SKU031,WH-MUM,753,0,140,613,30.6,0,0
2024-06-09,SKU031,WH-DEL,828,0,61,767,88.0,0,0
2024-06-09,SKU031,WH-BLR,765,0,93,672,50.6,0,0
2024-06-09,SKU032,WH-MUM,693,0,73,620,59.5,0,0
2024-06-09,SKU032,WH-DEL,1114,0,55,1059,134.8,0,0
2024-06-09,SKU032,WH-BLR,544,0,35,509,101.8,0,0
2024-06-09,SKU033,WH-MUM,1911,0,82,1829,156.1,0,0
2024-06-09,SKU033,WH-DEL,3354,0,64,3290,359.8,0,0
2024-06-09,SKU033,WH-BLR,1874,0,77,1797,163.4,0,0
2024-06-09,SKU034,WH-MUM,2312,0,62,2250,254.0,0,0
2024-06-09,SKU034,WH-DEL,653,0,82,571,48.7,0,0
2024-06-09,SKU034,WH-BLR,884,0,33,851,180.5,0,0
2024-06-09,SKU035,WH-MUM,3952,0,79,3873,343.2,0,0
2024-06-09,SKU035,WH-DEL,1333,0,66,1267,134.4,0,0
2024-06-09,SKU035,WH-BLR,2602,0,42,2560,426.7,0,0
2024-06-09,SKU036,WH-MUM,2482,0,122,2360,135.4,0,0
2024-06-09,SKU036,WH-DEL,1252,0,58,1194,144.1,0,0
2024-06-09,SKU036,WH-BLR,1778,0,70,1708,170.8,0,0
2024-06-09,SKU037,WH-MUM,201,663,66,798,84.6,0,1
2024-06-09,SKU037,WH-DEL,380,0,47,333,49.6,0,0
2024-06-09,SKU037,WH-BLR,425,0,61,364,41.8,0,0
2024-06-09,SKU038,WH-MUM,957,0,80,877,76.7,0,0
2024-06-09,SKU038,WH-DEL,792,0,87,705,56.7,0,0
2024-06-09,SKU038,WH-BLR,716,0,95,621,45.8,0,0
2024-06-09,SKU039,WH-MUM,1454,0,134,1320,69.0,0,0
2024-06-09,SKU039,WH-DEL,2634,0,77,2557,232.5,0,0
2024-06-09,SKU039,WH-BLR,742,0,93,649,48.8,0,0
2024-06-09,SKU040,WH-MUM,1955,0,52,1903,256.2,0,0
2024-06-09,SKU040,WH-DEL,3708,0,51,3657,501.9,0,0
2024-06-09,SKU040,WH-BLR,5377,0,37,5340,1010.3,0,0
2024-06-09,SKU041,WH-MUM,421,0,15,406,189.5,0,0
2024-06-09,SKU041,WH-DEL,482,0,12,470,274.2,0,0
2024-06-09,SKU041,WH-BLR,727,0,4,723,1265.2,0,0
2024-06-09,SKU042,WH-MUM,1246,0,10,1236,865.2,0,0
2024-06-09,SKU042,WH-DEL,1341,0,5,1336,1870.4,0,0
2024-06-09,SKU042,WH-BLR,962,0,6,956,1115.3,0,0
2024-06-09,SKU043,WH-MUM,2205,0,7,2198,2198.0,0,0
2024-06-09,SKU043,WH-DEL,1121,0,3,1118,2608.7,0,0
2024-06-09,SKU043,WH-BLR,1564,0,4,1560,2730.0,0,0
2024-06-09,SKU044,WH-MUM,1208,0,4,1204,2107.0,0,0
2024-06-09,SKU044,WH-DEL,616,0,7,609,609.0,0,0
2024-06-09,SKU044,WH-BLR,1406,0,7,1399,1399.0,0,0
2024-06-09,SKU045,WH-MUM,991,0,6,985,1149.2,0,0
2024-06-09,SKU045,WH-DEL,1449,0,4,1445,2528.8,0,0
2024-06-09,SKU045,WH-BLR,1397,0,3,1394,3252.7,0,0
2024-06-09,SKU046,WH-MUM,1643,0,11,1632,1038.5,0,0
2024-06-09,SKU046,WH-DEL,800,0,10,790,553.0,0,0
2024-06-09,SKU046,WH-BLR,1816,0,5,1811,2535.4,0,0
2024-06-09,SKU047,WH-MUM,896,0,10,886,620.2,0,0
2024-06-09,SKU047,WH-DEL,777,0,10,767,536.9,0,0
2024-06-09,SKU047,WH-BLR,680,0,1,679,4753.0,0,0
2024-06-09,SKU048,WH-MUM,666,0,10,656,459.2,0,0
2024-06-09,SKU048,WH-DEL,1713,0,11,1702,1083.1,0,0
2024-06-09,SKU048,WH-BLR,1604,0,7,1597,1597.0,0,0
2024-06-09,SKU049,WH-MUM,1011,0,10,1001,700.7,0,0
2024-06-09,SKU049,WH-DEL,508,0,9,499,388.1,0,0
2024-06-09,SKU049,WH-BLR,1163,0,6,1157,1349.8,0,0
2024-06-09,SKU050,WH-MUM,1058,0,8,1050,918.8,0,0
2024-06-09,SKU050,WH-DEL,4766,0,10,4756,3329.2,0,0
2024-06-09,SKU050,WH-BLR,1431,0,9,1422,1106.0,0,0
2024-06-16,SKU001,WH-MUM,388,1350,175,1563,62.5,0,1
2024-06-16,SKU001,WH-DEL,930,0,171,759,31.1,0,0
2024-06-16,SKU001,WH-BLR,359,1350,78,1631,146.4,0,1
2024-06-16,SKU002,WH-MUM,1438,0,84,1354,112.8,0,0
2024-06-16,SKU002,WH-DEL,795,0,165,630,26.7,0,0
2024-06-16,SKU002,WH-BLR,435,0,123,312,17.8,0,0
2024-06-16,SKU003,WH-MUM,749,0,159,590,26.0,0,0
2024-06-16,SKU003,WH-DEL,1256,0,126,1130,62.8,0,0
2024-06-16,SKU003,WH-BLR,1151,0,118,1033,61.3,0,0
2024-06-16,SKU004,WH-MUM,823,0,147,676,32.2,0,0
2024-06-16,SKU004,WH-DEL,2849,0,127,2722,150.0,0,0
2024-06-16,SKU004,WH-BLR,4382,0,132,4250,225.4,0,0
2024-06-16,SKU005,WH-MUM,1491,0,102,1389,95.3,0,0
2024-06-16,SKU005,WH-DEL,2404,0,89,2315,182.1,0,0
2024-06-16,SKU005,WH-BLR,1947,0,62,1885,212.8,0,0
2024-06-16,SKU006,WH-MUM,1241,0,106,1135,75.0,0,0
2024-06-16,SKU006,WH-DEL,1471,0,92,1379,104.9,0,0
2024-06-16,SKU006,WH-BLR,1534,0,104,1430,96.2,0,0
2024-06-16,SKU007,WH-MUM,2631,0,128,2503,136.9,0,0
2024-06-16,SKU007,WH-DEL,2161,0,78,2083,186.9,0,0
2024-06-16,SKU007,WH-BLR,682,0,90,592,46.0,0,0
2024-06-16,SKU008,WH-MUM,1037,0,101,936,64.9,0,0
2024-06-16,SKU008,WH-DEL,1627,0,65,1562,168.2,0,0
2024-06-16,SKU008,WH-BLR,262,1635,114,1783,109.5,0,1
2024-06-16,SKU009,WH-MUM,2384,0,149,2235,105.0,0,0
2024-06-16,SKU009,WH-DEL,1431,0,153,1278,58.5,0,0
2024-06-16,SKU009,WH-BLR,3286,0,60,3226,376.4,0,0
2024-06-16,SKU010,WH-MUM,2485,0,159,2326,102.4,0,0
2024-06-16,SKU010,WH-DEL,1335,0,96,1239,90.3,0,0
2024-06-16,SKU010,WH-BLR,3285,0,57,3228,396.4,0,0
2024-06-16,SKU011,WH-MUM,532,0,58,474,57.2,0,0
2024-06-16,SKU011,WH-DEL,1698,0,52,1646,221.6,0,0
2024-06-16,SKU011,WH-BLR,1025,0,44,981,156.1,0,0
2024-06-16,SKU012,WH-MUM,1233,0,108,1125,72.9,0,0
2024-06-16,SKU012,WH-DEL,1593,0,85,1508,124.2,0,0
2024-06-16,SKU012,WH-BLR,1013,0,32,981,214.6,0,0
2024-06-16,SKU013,WH-MUM,2369,0,93,2276,171.3,0,0
2024-06-16,SKU013,WH-DEL,1471,0,34,1437,295.9,0,0
2024-06-16,SKU013,WH-BLR,1991,0,28,1963,490.8,0,0
2024-06-16,SKU014,WH-MUM,2035,0,116,1919,115.8,0,0
2024-06-16,SKU014,WH-DEL,2125,0,108,2017,130.7,0,0
2024-06-16,SKU014,WH-BLR,1759,0,39,1720,308.7,0,0
2024-06-16,SKU015,WH-MUM,2006,0,52,1954,263.0,0,0
2024-06-16,SKU015,WH-DEL,3105,0,73,3032,290.7,0,0
2024-06-16,SKU015,WH-BLR,2244,0,46,2198,334.5,0,0
2024-06-16,SKU016,WH-MUM,1120,0,106,1014,67.0,0,0
2024-06-16,SKU016,WH-DEL,641,0,71,570,56.2,0,0
2024-06-16,SKU016,WH-BLR,466,0,70,396,39.6,0,0
2024-06-16,SKU017,WH-MUM,1282,0,90,1192,92.7,0,0
2024-06-16,SKU017,WH-DEL,1336,0,55,1281,163.0,0,0
2024-06-16,SKU017,WH-BLR,452,0,54,398,51.6,0,0
2024-06-16,SKU018,WH-MUM,844,0,91,753,57.9,0,0
2024-06-16,SKU018,WH-DEL,2002,0,35,1967,393.4,0,0
2024-06-16,SKU018,WH-BLR,2340,0,62,2278,257.2,0,0
2024-06-16,SKU019,WH-MUM,2601,0,87,2514,202.3,0,0
2024-06-16,SKU019,WH-DEL,1197,0,67,1130,118.1,0,0
2024-06-16,SKU019,WH-BLR,2986,0,52,2934,395.0,0,0
2024-06-16,SKU020,WH-MUM,822,0,50,772,108.1,0,0
2024-06-16,SKU020,WH-DEL,2111,0,64,2047,223.9,0,0
2024-06-16,SKU020,WH-BLR,843,0,74,769,72.7,0,0
2024-06-16,SKU021,WH-MUM,923,0,77,846,76.9,0,0
2024-06-16,SKU021,WH-DEL,1593,0,141,1452,72.1,0,0
2024-06-16,SKU021,WH-BLR,795,0,91,704,54.2,0,0
2024-06-16,SKU022,WH-MUM,1187,0,138,1049,53.2,0,0
2024-06-16,SKU022,WH-DEL,2769,0,71,2698,266.0,0,0
2024-06-16,SKU022,WH-BLR,2034,0,90,1944,151.2,0,0
2024-06-16,SKU023,WH-MUM,863,0,77,786,71.5,0,0
2024-06-16,SKU023,WH-DEL,1624,0,113,1511,93.6,0,0
2024-06-16,SKU023,WH-BLR,719,0,47,672,100.1,0,0
2024-06-16,SKU024,WH-MUM,2014,0,79,1935,171.5,0,0
2024-06-16,SKU024,WH-DEL,1003,0,112,891,55.7,0,0
2024-06-16,SKU024,WH-BLR,2103,0,92,2011,153.0,0,0
2024-06-16,SKU025,WH-MUM,2859,0,183,2676,102.4,0,0
2024-06-16,SKU025,WH-DEL,3325,0,126,3199,177.7,0,0
2024-06-16,SKU025,WH-BLR,726,2996,117,3605,215.7,0,1
2024-06-16,SKU026,WH-MUM,2232,0,144,2088,101.5,0,0
2024-06-16,SKU026,WH-DEL,656,0,154,502,22.8,0,0
2024-06-16,SKU026,WH-BLR,1036,0,98,938,67.0,0,0
2024-06-16,SKU027,WH-MUM,2371,0,89,2282,179.5,0,0
2024-06-16,SKU027,WH-DEL,837,3744,63,4518,502.0,0,1
2024-06-16,SKU027,WH-BLR,1311,0,44,1267,201.6,0,0
2024-06-16,SKU028,WH-MUM,735,0,155,580,26.2,0,0
2024-06-16,SKU028,WH-DEL,1222,0,94,1128,84.0,0,0
2024-06-16,SKU028,WH-BLR,943,0,83,860,72.5,0,0
2024-06-16,SKU029,WH-MUM,380,0,132,248,13.2,0,0
2024-06-16,SKU029,WH-DEL,1072,0,104,968,65.2,0,0
2024-06-16,SKU029,WH-BLR,912,0,90,822,63.9,0,0
2024-06-16,SKU030,WH-MUM,1011,0,137,874,44.7,0,0
2024-06-16,SKU030,WH-DEL,1261,0,82,1179,100.6,0,0
2024-06-16,SKU030,WH-BLR,1604,0,75,1529,142.7,0,0
2024-06-16,SKU031,WH-MUM,613,0,85,528,43.5,0,0
2024-06-16,SKU031,WH-DEL,767,0,124,643,36.3,0,0
2024-06-16,SKU031,WH-BLR,672,0,70,602,60.2,0,0
2024-06-16,SKU032,WH-MUM,620,0,85,535,44.1,0,0
2024-06-16,SKU032,WH-DEL,1059,0,79,980,86.8,0,0
2024-06-16,SKU032,WH-BLR,509,0,83,426,35.9,0,0
2024-06-16,SKU033,WH-MUM,1829,0,62,1767,199.5,0,0
2024-06-16,SKU033,WH-DEL,3290,0,86,3204,260.8,0,0
2024-06-16,SKU033,WH-BLR,1797,0,36,1761,342.4,0,0
2024-06-16,SKU034,WH-MUM,2250,0,148,2102,99.4,0,0
2024-06-16,SKU034,WH-DEL,571,0,120,451,26.3,0,0
2024-06-16,SKU034,WH-BLR,851,0,59,792,94.0,0,0
2024-06-16,SKU035,WH-MUM,3873,0,131,3742,200.0,0,0
2024-06-16,SKU035,WH-DEL,1267,0,120,1147,66.9,0,0
2024-06-16,SKU035,WH-BLR,2560,0,49,2511,358.7,0,0
2024-06-16,SKU036,WH-MUM,2360,0,128,2232,122.1,0,0
2024-06-16,SKU036,WH-DEL,1194,0,53,1141,150.7,0,0
2024-06-16,SKU036,WH-BLR,1708,0,57,1651,202.8,0,0
2024-06-16,SKU037,WH-MUM,798,0,128,670,36.6,0,0
2024-06-16,SKU037,WH-DEL,333,0,60,273,31.9,0,0
2024-06-16,SKU037,WH-BLR,364,0,47,317,47.2,0,0
2024-06-16,SKU038,WH-MUM,877,0,76,801,73.8,0,0
2024-06-16,SKU038,WH-DEL,705,0,88,617,49.1,0,0
2024-06-16,SKU038,WH-BLR,621,0,37,584,110.5,0,0
2024-06-16,SKU039,WH-MUM,1320,0,50,1270,177.8,0,0
2024-06-16,SKU039,WH-DEL,2557,0,95,2462,181.4,0,0
2024-06-16,SKU039,WH-BLR,649,2178,39,2788,500.4,0,1
2024-06-16,SKU040,WH-MUM,1903,0,71,1832,180.6,0,0
2024-06-16,SKU040,WH-DEL,3657,0,98,3559,254.2,0,0
2024-06-16,SKU040,WH-BLR,5340,0,70,5270,527.0,0,0
2024-06-16,SKU041,WH-MUM,406,0,8,398,348.2,0,0
2024-06-16,SKU041,WH-DEL,470,0,10,460,322.0,0,0
2024-06-16,SKU041,WH-BLR,723,0,7,716,716.0,0,0
2024-06-16,SKU042,WH-MUM,1236,0,11,1225,779.5,0,0
2024-06-16,SKU042,WH-DEL,1336,0,2,1334,4669.0,0,0
2024-06-16,SKU042,WH-BLR,956,0,8,948,829.5,0,0
2024-06-16,SKU043,WH-MUM,2198,0,5,2193,3070.2,0,0
2024-06-16,SKU043,WH-DEL,1118,0,10,1108,775.6,0,0
2024-06-16,SKU043,WH-BLR,1560,0,8,1552,1358.0,0,0
2024-06-16,SKU044,WH-MUM,1204,0,9,1195,929.4,0,0
2024-06-16,SKU044,WH-DEL,609,0,2,607,2124.5,0,0
2024-06-16,SKU044,WH-BLR,1399,0,2,1397,4889.5,0,0
2024-06-16,SKU045,WH-MUM,985,0,7,978,978.0,0,0
2024-06-16,SKU045,WH-DEL,1445,0,3,1442,3364.7,0,0
2024-06-16,SKU045,WH-BLR,1394,0,4,1390,2432.5,0,0
2024-06-16,SKU046,WH-MUM,1632,0,5,1627,2277.8,0,0
2024-06-16,SKU046,WH-DEL,790,0,11,779,495.7,0,0
2024-06-16,SKU046,WH-BLR,1811,0,9,1802,1401.6,0,0
2024-06-16,SKU047,WH-MUM,886,0,3,883,2060.3,0,0
2024-06-16,SKU047,WH-DEL,767,0,2,765,2677.5,0,0
2024-06-16,SKU047,WH-BLR,679,0,3,676,1577.3,0,0
2024-06-16,SKU048,WH-MUM,656,0,14,642,321.0,0,0
2024-06-16,SKU048,WH-DEL,1702,0,6,1696,1978.7,0,0
2024-06-16,SKU048,WH-BLR,1597,0,1,1596,11172.0,0,0
2024-06-16,SKU049,WH-MUM,1001,0,11,990,630.0,0,0
2024-06-16,SKU049,WH-DEL,499,0,1,498,3486.0,0,0
2024-06-16,SKU049,WH-BLR,1157,0,1,1156,8092.0,0,0
2024-06-16,SKU050,WH-MUM,1050,0,9,1041,809.7,0,0
2024-06-16,SKU050,WH-DEL,4756,0,3,4753,11090.3,0,0
2024-06-16,SKU050,WH-BLR,1422,0,8,1414,1237.2,0,0
2024-06-23,SKU001,WH-MUM,1563,0,130,1433,77.2,0,0
2024-06-23,SKU001,WH-DEL,759,0,136,623,32.1,0,0
2024-06-23,SKU001,WH-BLR,1631,0,75,1556,145.2,0,0
2024-06-23,SKU002,WH-MUM,1354,0,115,1239,75.4,0,0
2024-06-23,SKU002,WH-DEL,630,0,149,481,22.6,0,0
2024-06-23,SKU002,WH-BLR,312,0,128,184,10.1,0,0
2024-06-23,SKU003,WH-MUM,590,1434,145,1879,90.7,0,1
2024-06-23,SKU003,WH-DEL,1130,0,81,1049,90.7,0,0
2024-06-23,SKU003,WH-BLR,1033,0,79,954,84.5,0,0
2024-06-23,SKU004,WH-MUM,676,3790,83,4383,369.7,0,1
2024-06-23,SKU004,WH-DEL,2722,0,123,2599,147.9,0,0
2024-06-23,SKU004,WH-BLR,4250,0,114,4136,254.0,0,0
2024-06-23,SKU005,WH-MUM,1389,0,117,1272,76.1,0,0
2024-06-23,SKU005,WH-DEL,2315,0,79,2236,198.1,0,0
2024-06-23,SKU005,WH-BLR,1885,0,116,1769,106.7,0,0
2024-06-23,SKU006,WH-MUM,1135,0,168,967,40.3,0,0
2024-06-23,SKU006,WH-DEL,1379,0,118,1261,74.8,0,0
2024-06-23,SKU006,WH-BLR,1430,0,128,1302,71.2,0,0
2024-06-23,SKU007,WH-MUM,2503,0,76,2427,223.5,0,0
2024-06-23,SKU007,WH-DEL,2083,0,79,2004,177.6,0,0
2024-06-23,SKU007,WH-BLR,592,0,111,481,30.3,0,0
2024-06-23,SKU008,WH-MUM,936,0,149,787,37.0,0,0
2024-06-23,SKU008,WH-DEL,1562,0,145,1417,68.4,0,0
2024-06-23,SKU008,WH-BLR,1783,0,50,1733,242.6,0,0
2024-06-23,SKU009,WH-MUM,2235,0,139,2096,105.6,0,0
2024-06-23,SKU009,WH-DEL,1278,0,68,1210,124.6,0,0
2024-06-23,SKU009,WH-BLR,3226,0,132,3094,164.1,0,0
2024-06-23,SKU010,WH-MUM,2326,0,150,2176,101.5,0,0
2024-06-23,SKU010,WH-DEL,1239,0,133,1106,58.2,0,0
2024-06-23,SKU010,WH-BLR,3228,0,63,3165,351.7,0,0
2024-06-23,SKU011,WH-MUM,474,0,76,398,36.7,0,0
2024-06-23,SKU011,WH-DEL,1646,0,46,1600,243.5,0,0
2024-06-23,SKU011,WH-BLR,981,0,61,920,105.6,0,0
2024-06-23,SKU012,WH-MUM,1125,0,43,1082,176.1,0,0
2024-06-23,SKU012,WH-DEL,1508,0,81,1427,123.3,0,0
2024-06-23,SKU012,WH-BLR,981,0,34,947,195.0,0,0
2024-06-23,SKU013,WH-MUM,2276,0,101,2175,150.7,0,0
2024-06-23,SKU013,WH-DEL,1437,0,48,1389,202.6,0,0
2024-06-23,SKU013,WH-BLR,1963,0,27,1936,501.9,0,0
2024-06-23,SKU014,WH-MUM,1919,0,37,1882,356.1,0,0
2024-06-23,SKU014,WH-DEL,2017,0,36,1981,385.2,0,0
2024-06-23,SKU014,WH-BLR,1720,0,59,1661,197.1,0,0
2024-06-23,SKU015,WH-MUM,1954,0,94,1860,138.5,0,0
2024-06-23,SKU015,WH-DEL,3032,0,68,2964,305.1,0,0
2024-06-23,SKU015,WH-BLR,2198,0,62,2136,241.2,0,0
2024-06-23,SKU016,WH-MUM,1014,0,111,903,56.9,0,0
2024-06-23,SKU016,WH-DEL,570,0,59,511,60.6,0,0
2024-06-23,SKU016,WH-BLR,396,868,34,1230,253.2,0,1
2024-06-23,SKU017,WH-MUM,1192,0,96,1096,79.9,0,0
2024-06-23,SKU017,WH-DEL,1281,0,55,1226,156.0,0,0
2024-06-23,SKU017,WH-BLR,398,1664,58,2004,241.9,0,1
2024-06-23,SKU018,WH-MUM,753,0,72,681,66.2,0,0
2024-06-23,SKU018,WH-DEL,1967,0,93,1874,141.1,0,0
2024-06-23,SKU018,WH-BLR,2278,0,28,2250,562.5,0,0
2024-06-23,SKU019,WH-MUM,2514,0,108,2406,155.9,0,0
2024-06-23,SKU019,WH-DEL,1130,0,82,1048,89.5,0,0
2024-06-23,SKU019,WH-BLR,2934,0,27,2907,753.7,0,0
2024-06-23,SKU020,WH-MUM,772,0,69,703,71.3,0,0
2024-06-23,SKU020,WH-DEL,2047,0,47,2000,297.9,0,0
2024-06-23,SKU020,WH-BLR,769,0,26,743,200.0,0,0
2024-06-23,SKU021,WH-MUM,846,0,133,713,37.5,0,0
2024-06-23,SKU021,WH-DEL,1452,0,112,1340,83.8,0,0
2024-06-23,SKU021,WH-BLR,704,1410,66,2048,217.2,0,1
2024-06-23,SKU022,WH-MUM,1049,0,150,899,42.0,0,0
2024-06-23,SKU022,WH-DEL,2698,0,137,2561,130.9,0,0
2024-06-23,SKU022,WH-BLR,1944,0,95,1849,136.2,0,0
2024-06-23,SKU023,WH-MUM,786,0,57,729,89.5,0,0
2024-06-23,SKU023,WH-DEL,1511,0,97,1414,102.0,0,0
2024-06-23,SKU023,WH-BLR,672,0,99,573,40.5,0,0
2024-06-23,SKU024,WH-MUM,1935,0,142,1793,88.4,0,0
2024-06-23,SKU024,WH-DEL,891,0,69,822,83.4,0,0
2024-06-23,SKU024,WH-BLR,2011,0,47,1964,292.5,0,0
2024-06-23,SKU025,WH-MUM,2676,0,156,2520,113.1,0,0
2024-06-23,SKU025,WH-DEL,3199,0,119,3080,181.2,0,0
2024-06-23,SKU025,WH-BLR,3605,0,87,3518,283.1,0,0
2024-06-23,SKU026,WH-MUM,2088,0,151,1937,89.8,0,0
2024-06-23,SKU026,WH-DEL,502,1935,113,2324,144.0,0,1
2024-06-23,SKU026,WH-BLR,938,0,46,892,135.7,0,0
2024-06-23,SKU027,WH-MUM,2282,0,190,2092,77.1,0,0
2024-06-23,SKU027,WH-DEL,4518,0,117,4401,263.3,0,0
2024-06-23,SKU027,WH-BLR,1267,0,50,1217,170.4,0,0
2024-06-23,SKU028,WH-MUM,580,0,80,500,43.8,0,0
2024-06-23,SKU028,WH-DEL,1128,0,82,1046,89.3,0,0
2024-06-23,SKU028,WH-BLR,860,0,43,817,133.0,0,0
2024-06-23,SKU029,WH-MUM,248,1424,167,1505,63.1,0,1
